date,id,sent_neg,sent_neu,sent_pos,sent_comp,topic_freq,topic_density
2019-01-06 21:13:32,1665475909060717803,0.022,0.924,0.054,0.1852,0.0,0.0
2019-01-06 21:13:43,7665164421463516241,0.023,0.889,0.088,0.5481,0.0,0.0
2019-01-06 21:16:04,3174657406692855862,0.045,0.82,0.135,0.9985,2.0,0.003076923076923077
2019-01-06 21:20:40,4370296318491578669,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 21:26:14,7119352406023242260,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 21:30:00,4710457283512659419,0.052,0.866,0.082,0.9868,4.0,0.0038204393505253103
2019-01-06 21:32:07,155783713022236060,0.025,0.907,0.068,0.3481,0.0,0.0
2019-01-06 21:32:17,3687950810612333,0.023,0.942,0.036,0.0356,0.0,0.0
2019-01-06 21:32:27,1123310586837761889,0.024,0.939,0.037,0.0356,0.0,0.0
2019-01-06 21:32:37,1577956662092077184,0.025,0.934,0.04,0.0356,0.0,0.0
2019-01-06 21:32:48,3106675976553491069,0.023,0.889,0.088,0.5481,0.0,0.0
2019-01-06 21:32:58,2963798534959211041,0.025,0.934,0.04,0.0356,0.0,0.0
2019-01-06 21:39:35,8475074038063945333,0.023,0.815,0.162,0.9959,5.0,0.01818181818181818
2019-01-06 21:40:19,5461832481631668968,0.01,0.897,0.093,0.9956,1.0,0.002008032128514056
2019-01-06 21:40:58,2985262667536627605,0.006,0.909,0.084,0.9834,1.0,0.0028653295128939827
2019-01-06 21:42:16,4064156455228509482,0.061,0.888,0.052,-0.878,1.0,0.0020161290322580645
2019-01-06 21:45:23,8185306767633285547,0.018,0.829,0.153,0.9973,1.0,0.0031645569620253164
2019-01-06 21:49:00,2171259739319654643,0.024,0.836,0.14,0.9997,1.0,0.0009813542688910696
2019-01-06 21:52:06,4064544115589569200,0.09,0.865,0.045,-0.687,0.0,0.0
2019-01-06 21:52:17,7073736038518901022,0.019,0.934,0.047,0.1852,0.0,0.0
2019-01-06 21:52:27,5640910370762800208,0.022,0.902,0.076,0.6044,0.0,0.0
2019-01-06 21:52:37,7541399950718684219,0.039,0.902,0.059,-0.1179,0.0,0.0
2019-01-06 21:52:57,5690029104487072645,0.055,0.875,0.07,-0.2626,0.0,0.0
2019-01-06 21:53:08,3920361050019656345,0.04,0.915,0.045,-0.1184,0.0,0.0
2019-01-06 21:53:18,1468667691063317259,0.04,0.87,0.09,0.5731,0.0,0.0
2019-01-06 21:53:28,7605381562190852251,0.019,0.891,0.09,0.6639,0.0,0.0
2019-01-06 21:53:38,9178992846642843027,0.064,0.889,0.047,-0.3927,0.0,0.0
2019-01-06 21:56:14,1208720872387242975,0.067,0.727,0.207,0.9962,4.0,0.017316017316017316
2019-01-06 22:00:00,7717077224660193348,0.022,0.847,0.131,0.9973,4.0,0.009195402298850575
2019-01-06 22:00:00,3090550368816779404,0.147,0.8,0.053,-1.0,1.0,0.0002878526194588371
2019-01-06 22:03:32,2462855317202104472,0.002,0.986,0.012,0.9895,1.0,0.00025806451612903227
2019-01-06 22:04:21,467206720968020972,0.025,0.928,0.047,0.34,1.0,0.01818181818181818
2019-01-06 22:09:08,4375813271883526177,0.165,0.81,0.025,-0.9917,0.0,0.0
2019-01-06 22:10:39,7852765632756377577,0.03,0.857,0.113,0.9998,1.0,0.0004329004329004329
2019-01-06 22:12:11,5854759358953192560,0.025,0.915,0.06,0.1852,0.0,0.0
2019-01-06 22:12:22,8975200413514357853,0.026,0.932,0.042,0.0356,0.0,0.0
2019-01-06 22:12:32,5153708431019920957,0.026,0.932,0.042,0.0356,0.0,0.0
2019-01-06 22:12:42,863892824016038495,0.052,0.89,0.058,-0.1184,0.0,0.0
2019-01-06 22:12:52,9150110561895172958,0.028,0.895,0.077,0.3481,0.0,0.0
2019-01-06 22:13:02,340814470235863190,0.025,0.935,0.04,0.0356,0.0,0.0
2019-01-06 22:15:38,810357787540444435,0.103,0.795,0.102,-0.4284,0.0,0.0
2019-01-06 22:21:10,6411064609472279208,0.024,0.879,0.097,0.9811,4.0,0.015209125475285171
2019-01-06 22:22:11,9085563402883136165,0.062,0.784,0.154,0.9517,1.0,0.00980392156862745
2019-01-06 22:23:01,5541347889812884390,0.009,0.801,0.19,0.9971,1.0,0.003367003367003367
2019-01-06 22:25:00,5633263192137400873,0.022,0.907,0.071,0.9606,1.0,0.0035971223021582736
2019-01-06 22:30:37,7095849899334409122,0.007,0.939,0.053,0.9072,1.0,0.004464285714285714
2019-01-06 22:31:22,9154631344024296581,0.0,0.93,0.07,0.9081,2.0,0.017543859649122806
2019-01-06 22:32:38,3311663329054297103,0.028,0.895,0.077,0.3481,0.0,0.0
2019-01-06 22:32:48,1993944964775327594,0.026,0.932,0.042,0.0356,0.0,0.0
2019-01-06 22:32:58,8247987584133344651,0.026,0.876,0.098,0.5481,0.0,0.0
2019-01-06 22:33:08,3895284227593805778,0.026,0.911,0.063,0.1872,0.0,0.0
2019-01-06 22:33:19,6972839437416931123,0.028,0.895,0.077,0.3481,0.0,0.0
2019-01-06 22:33:29,3651857222810675671,0.025,0.915,0.06,0.1852,0.0,0.0
2019-01-06 22:33:39,3930446831791051447,0.029,0.926,0.046,0.0356,0.0,0.0
2019-01-06 22:33:49,4069316426482045649,0.026,0.932,0.042,0.0356,0.0,0.0
2019-01-06 22:37:08,1614164940915377134,0.029,0.946,0.025,-0.0943,1.0,0.01282051282051282
2019-01-06 22:40:02,2300188301956023655,0.044,0.738,0.219,0.9965,1.0,0.004310344827586207
2019-01-06 22:43:04,389685459251168478,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 22:47:55,8535163520729761617,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-06 22:53:52,8665396755121273498,0.007,0.94,0.053,0.9072,1.0,0.0043859649122807015
2019-01-06 22:56:00,6926606733915300063,0.014,0.833,0.154,0.9967,4.0,0.014598540145985401
2019-01-06 22:57:17,1545477183417754,0.03,0.833,0.137,0.9638,0.0,0.0
2019-01-06 23:00:00,2859032741930708203,0.107,0.822,0.071,-0.9965,1.0,0.0010416666666666667
2019-01-06 23:00:45,6432312327414479106,0.024,0.841,0.135,0.997,6.0,0.01791044776119403
2019-01-06 23:03:16,8268461013415113163,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 23:03:45,1243466715287834418,0.029,0.795,0.176,0.9988,0.0,0.0
2019-01-06 23:12:28,1684843226595721327,0.026,0.873,0.101,0.5481,0.0,0.0
2019-01-06 23:12:38,7145431506046808409,0.027,0.908,0.065,0.1872,0.0,0.0
2019-01-06 23:12:49,3837651686735090920,0.027,0.908,0.065,0.1872,0.0,0.0
2019-01-06 23:12:59,8379111515068294274,0.027,0.93,0.043,0.0356,0.0,0.0
2019-01-06 23:13:09,4279733722952852865,0.026,0.933,0.041,0.0356,0.0,0.0
2019-01-06 23:15:06,6255585912134465032,0.004,0.918,0.078,0.9691,3.0,0.01090909090909091
2019-01-06 23:19:37,3328443534676453159,0.011,0.931,0.058,0.9778,1.0,0.0022471910112359553
2019-01-06 23:20:07,2625829387370070442,0.0,0.897,0.103,0.9382,1.0,0.009523809523809525
2019-01-06 23:21:01,4177819696469469706,0.031,0.791,0.178,0.9963,0.0,0.0
2019-01-06 23:21:47,630612018111829298,0.049,0.684,0.267,0.9241,0.0,0.0
2019-01-06 23:32:21,5894241549733168254,0.095,0.855,0.049,-0.8102,0.0,0.0
2019-01-06 23:32:31,3598248489881841192,0.03,0.923,0.047,0.0356,0.0,0.0
2019-01-06 23:32:41,175695486011965922,0.026,0.873,0.101,0.5481,0.0,0.0
2019-01-06 23:32:51,7865454156066925099,0.027,0.93,0.043,0.0356,0.0,0.0
2019-01-06 23:33:01,6752080377361499057,0.029,0.892,0.079,0.3481,0.0,0.0
2019-01-06 23:39:18,8993000368345371451,0.094,0.804,0.101,0.966,1.0,0.0003696857670979667
2019-01-06 23:39:36,3989591172737497236,0.0,0.875,0.125,0.7717,0.0,0.0
2019-01-06 23:40:00,758040362982435592,0.025,0.877,0.098,0.9587,1.0,0.00546448087431694
2019-01-06 23:45:00,4736469639594841283,0.011,0.877,0.112,0.9972,1.0,0.0016863406408094434
2019-01-06 23:45:51,2295174710807764828,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06 23:49:05,2372474152230931606,0.021,0.807,0.172,0.996,0.0,0.0
2019-01-06 23:52:09,4404950726234854722,0.028,0.928,0.044,0.0356,0.0,0.0
2019-01-06 23:52:19,6216328494502915403,0.028,0.906,0.067,0.1872,0.0,0.0
2019-01-06 23:52:29,240781765631118027,0.028,0.928,0.044,0.0356,0.0,0.0
2019-01-06 23:52:39,6448499222234721886,0.028,0.928,0.044,0.0356,0.0,0.0
2019-01-06 23:52:50,5330448181474503608,0.026,0.911,0.063,0.1852,0.0,0.0
2019-01-06 23:53:00,5690683803233897832,0.026,0.911,0.063,0.1852,0.0,0.0
2019-01-06 23:53:10,28512964517591604,0.03,0.889,0.081,0.3481,0.0,0.0
2019-01-06 23:53:20,6096926897598379758,0.044,0.907,0.05,-0.1184,0.0,0.0
2019-01-06 23:53:30,5178996203676987255,0.03,0.889,0.081,0.3481,0.0,0.0
2019-01-06 23:53:40,5082443951247761344,0.03,0.889,0.081,0.3481,0.0,0.0
2019-01-06 23:59:59,3543425532097772354,0.044,0.789,0.167,0.9934,1.0,0.004545454545454545
2019-01-07 00:01:00,6881123582961768880,0.039,0.897,0.064,0.6705,5.0,0.034013605442176874
2019-01-07 00:01:07,6772766227969093334,0.085,0.815,0.1,0.9612,3.0,0.003444316877152698
2019-01-07 00:02:32,4569853332828871384,0.047,0.791,0.162,0.9761,1.0,0.007407407407407408
2019-01-07 00:04:01,3310636844009227105,0.008,0.914,0.077,0.9726,2.0,0.006430868167202572
2019-01-07 00:05:21,2194127225165222881,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:08:10,3200462486771740624,0.167,0.782,0.051,-1.0,2.0,0.0005155968032998196
2019-01-07 00:12:55,8054563282223078829,0.009,0.858,0.133,0.996,0.0,0.0
2019-01-07 00:13:37,5833091384188880205,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:15:10,7866748652879250635,0.033,0.924,0.042,0.1235,0.0,0.0
2019-01-07 00:17:29,253753887000670772,0.047,0.864,0.089,0.9847,1.0,0.0016339869281045752
2019-01-07 00:17:46,146171221397673493,0.007,0.877,0.115,0.9934,1.0,0.003205128205128205
2019-01-07 00:20:00,3052503776652780352,0.075,0.818,0.107,0.8625,1.0,0.0056179775280898875
2019-01-07 00:29:02,5887785120024403243,0.0,0.901,0.099,0.9883,1.0,0.003257328990228013
2019-01-07 00:30:01,7064651486484316648,0.0,0.958,0.042,0.9207,6.0,0.033707865168539325
2019-01-07 00:32:08,9089731445532362822,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:32:18,6823666379990129745,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:32:28,9180485070024375361,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:32:38,8702634918919631933,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:32:49,9121194944992425394,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:32:59,10688545834820044,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:33:09,7645769908229871069,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 00:33:16,2524838014958761683,0.0,0.866,0.134,0.7902,1.0,0.017857142857142856
2019-01-07 00:34:00,7345376885936475444,0.053,0.84,0.108,0.969,1.0,0.004807692307692308
2019-01-07 00:40:39,4321761758202684323,0.015,0.929,0.055,0.8821,1.0,0.0038314176245210726
2019-01-07 00:45:51,7114519046567040113,0.022,0.861,0.116,0.9859,6.0,0.0273972602739726
2019-01-07 00:51:33,4910325465478018873,0.108,0.589,0.303,0.9738,0.0,0.0
2019-01-07 00:52:09,3799703948106096247,0.078,0.836,0.086,0.753,2.0,0.004106776180698152
2019-01-07 00:55:06,2801302087294565915,0.063,0.831,0.106,0.9961,1.0,0.0009523809523809524
2019-01-07 00:55:09,3605425688443456126,0.007,0.865,0.127,0.9994,6.0,0.006091370558375634
2019-01-07 00:58:54,6267151187053989623,0.009,0.918,0.073,0.9828,1.0,0.0031847133757961785
2019-01-07 01:00:00,4308747948850169282,0.024,0.79,0.186,0.9996,1.0,0.0011792452830188679
2019-01-07 01:00:00,7190814831520694187,0.011,0.782,0.208,0.9979,1.0,0.003861003861003861
2019-01-07 01:00:00,728618423858697327,0.005,0.826,0.169,0.9993,1.0,0.001557632398753894
2019-01-07 01:00:00,5561012914803147644,0.013,0.862,0.124,0.9947,1.0,0.0036231884057971015
2019-01-07 01:00:00,6202781596095693680,0.008,0.892,0.1,0.9769,4.0,0.01818181818181818
2019-01-07 01:00:00,9222554795484905695,0.007,0.838,0.155,0.9994,1.0,0.0013020833333333333
2019-01-07 01:00:03,3561387422057437044,0.004,0.818,0.178,0.9978,1.0,0.0029069767441860465
2019-01-07 01:00:04,6154843494378353935,0.005,0.944,0.051,0.9661,2.0,0.005797101449275362
2019-01-07 01:00:04,6596439293985068269,0.008,0.907,0.085,0.9524,1.0,0.006024096385542169
2019-01-07 01:00:08,70352146350410420,0.021,0.883,0.096,0.9967,3.0,0.004037685060565276
2019-01-07 01:00:18,601080602330768731,0.008,0.924,0.068,0.9555,4.0,0.011627906976744186
2019-01-07 01:00:23,5745867075161363236,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 01:00:27,3319717558359426973,0.008,0.852,0.14,0.9994,1.0,0.0010660980810234541
2019-01-07 01:00:27,5291526869261186836,0.006,0.849,0.145,0.9995,3.0,0.0033444816053511705
2019-01-07 01:00:27,4594399813221050305,0.006,0.845,0.149,0.9993,1.0,0.0012239902080783353
2019-01-07 01:00:28,4852810344793518266,0.023,0.809,0.168,0.9996,1.0,0.0009784735812133072
2019-01-07 01:00:40,8435961675694729204,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 01:00:49,665035941451183638,0.042,0.848,0.11,0.9922,0.0,0.0
2019-01-07 01:00:52,6136372845294179101,0.013,0.799,0.187,0.9963,1.0,0.004405286343612335
2019-01-07 01:02:06,8177620648773470476,0.04,0.858,0.102,0.9772,1.0,0.003787878787878788
2019-01-07 01:03:38,3874054195101879203,0.05,0.816,0.135,0.9882,0.0,0.0
2019-01-07 01:07:01,1389818410078026350,0.072,0.812,0.116,0.9952,1.0,0.0011574074074074073
2019-01-07 01:07:01,3338911864313994200,0.006,0.851,0.143,0.9993,8.0,0.009925558312655087
2019-01-07 01:10:01,5060699535833950409,0.028,0.843,0.129,0.9949,1.0,0.002777777777777778
2019-01-07 01:13:04,1897399693884731638,0.0,0.727,0.273,0.9941,0.0,0.0
2019-01-07 01:15:43,4740114283264111414,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 01:18:56,5199804538905669524,0.024,0.912,0.064,0.9103,0.0,0.0
2019-01-07 01:26:37,791671329554157485,0.06,0.862,0.078,0.9834,1.0,0.001557632398753894
2019-01-07 01:27:13,8625609011829950893,0.013,0.906,0.081,0.9984,1.0,0.0009578544061302681
2019-01-07 01:29:31,8280239339909263112,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 01:30:49,646029716682308483,0.0,0.874,0.126,0.99,1.0,0.005128205128205128
2019-01-07 01:32:04,6192755348412587525,0.022,0.857,0.121,0.7742,0.0,0.0
2019-01-07 01:32:15,8896796541614505887,0.02,0.892,0.087,0.6639,0.0,0.0
2019-01-07 01:32:25,7909149033252413034,0.021,0.888,0.091,0.6639,0.0,0.0
2019-01-07 01:32:35,6329831382217165767,0.023,0.88,0.097,0.6639,0.0,0.0
2019-01-07 01:32:45,1238962908222519516,0.023,0.88,0.097,0.6639,0.0,0.0
2019-01-07 01:32:55,8349289799793005980,0.02,0.877,0.103,0.721,0.0,0.0
2019-01-07 01:33:05,6753565667807108664,0.02,0.877,0.103,0.721,0.0,0.0
2019-01-07 01:33:16,4357733766069130200,0.021,0.844,0.135,0.8333,0.0,0.0
2019-01-07 01:33:26,8950861647522048440,0.017,0.911,0.072,0.6639,0.0,0.0
2019-01-07 01:33:36,6681604602941445182,0.031,0.863,0.106,0.8333,0.0,0.0
2019-01-07 01:36:54,3163560093007017869,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 01:42:30,3885160413338772894,0.078,0.868,0.054,-0.8402,1.0,0.004016064257028112
2019-01-07 01:42:56,540272593728696160,0.0,0.8,0.2,0.9962,1.0,0.004524886877828055
2019-01-07 01:51:00,5109467916315972353,0.0,1.0,0.0,0.0,0.0,0.0
2019-01-07 01:52:12,2719380895774874756,0.025,0.873,0.101,0.6033,0.0,0.0
2019-01-07 01:52:22,6063376383791354165,0.029,0.877,0.094,0.5168,0.0,0.0
2019-01-07 01:52:32,195955502698117722,0.025,0.873,0.101,0.6033,0.0,0.0
2019-01-07 01:52:43,3712348701833712737,0.027,0.866,0.107,0.6044,0.0,0.0
2019-01-07 01:53:03,5546067508669355060,0.028,0.848,0.124,0.6846,0.0,0.0
2019-01-07 01:53:13,9082829202461331845,0.028,0.848,0.124,0.6846,0.0,0.0
2019-01-07 01:53:23,563780870675483775,0.029,0.877,0.094,0.5168,0.0,0.0
2019-01-07 01:53:34,229729017447440366,0.027,0.887,0.086,0.5168,0.0,0.0
2019-01-07 01:53:44,3858547396828025559,0.025,0.873,0.101,0.6033,0.0,0.0
2019-01-07 01:53:54,15458670007695583,0.016,0.823,0.161,0.9966,1.0,0.003205128205128205
2019-01-07 02:00:40,4899586277709989618,0.067,0.705,0.228,0.9968,0.0,0.0
2019-01-07 02:02:55,1612875799068503311,0.032,0.704,0.264,0.9948,3.0,0.025
2019-01-07 02:05:57,3646063558843670520,0.028,0.813,0.159,0.9977,1.0,0.0022271714922048997
2019-01-07 02:09:54,8296434994336339596,0.045,0.832,0.122,0.971,1.0,0.004032258064516129
2019-01-07 02:12:24,4683588778151754346,0.029,0.877,0.094,0.5168,0.0,0.0
2019-01-07 02:12:34,1269716029899323718,0.029,0.877,0.094,0.5168,0.0,0.0
2019-01-07 02:12:44,5406895927710653439,0.027,0.887,0.086,0.5168,0.0,0.0
2019-01-07 02:12:55,1930594164389315301,0.029,0.877,0.094,0.5168,0.0,0.0
2019-01-07 02:13:05,6275861904231227928,0.018,0.844,0.138,0.8986,0.0,0.0
2019-01-07 02:13:15,4699619496261748677,0.025,0.873,0.101,0.6033,0.0,0.0
2019-01-07 02:13:25,801450338546501361,0.025,0.873,0.101,0.6033,0.0,0.0
2019-01-07 02:13:35,8157828417958308233,0.031,0.802,0.167,0.9088,0.0,0.0
2019-01-07 02:13:46,3698800409933450562,0.027,0.887,0.086,0.5168,0.0,0.0
2019-01-07 02:33:55,2903715648282149222,0.019,0.822,0.159,0.9994,7.0,0.009668508287292817
2019-01-07 02:35:00,2391397901900946455,0.003,0.896,0.101,0.9995,16.0,0.011661807580174927
2019-01-07 02:46:08,1495280263404411154,0.04,0.849,0.111,0.9744,1.0,0.004524886877828055
2019-01-07 02:47:44,3800767362795311782,0.074,0.86,0.065,0.0314,1.0,0.003663003663003663
2019-01-07 02:47:54,3901926637835669557,0.044,0.654,0.302,0.9999,0.0,0.0
2019-01-07 02:52:16,6475849431975405782,0.027,0.841,0.132,0.6639,0.0,0.0
2019-01-07 02:53:17,4239127595339749511,0.027,0.905,0.069,0.2589,0.0,0.0
2019-01-07 03:00:07,5254473629485486092,0.024,0.874,0.102,0.9675,4.0,0.01818181818181818
2019-01-07 03:04:56,9056810764027071041,0.021,0.885,0.093,0.9935,3.0,0.006993006993006993
2019-01-07 03:06:13,7883975030197583362,0.028,0.796,0.176,0.9934,1.0,0.004784688995215311
2019-01-07 03:11:15,223363328855404077,0.0,0.809,0.191,0.936,0.0,0.0
2019-01-07 03:12:07,5941425753015977147,0.028,0.877,0.095,0.3895,0.0,0.0
2019-01-07 03:12:18,4705906628886064707,0.083,0.846,0.071,-0.47,0.0,0.0
2019-01-07 03:12:28,25969968288407977,0.027,0.884,0.09,0.3879,0.0,0.0
2019-01-07 03:12:38,3465157148938109083,0.027,0.905,0.069,0.2589,0.0,0.0
2019-01-07 03:12:48,3743118636758262243,0.027,0.905,0.069,0.2589,0.0,0.0
2019-01-07 03:12:59,7279060064718099504,0.023,0.877,0.1,0.6639,0.0,0.0
2019-01-07 03:13:09,2299151430912300884,0.027,0.884,0.09,0.3879,0.0,0.0
2019-01-07 03:13:19,6864561303741405979,0.027,0.905,0.069,0.2589,0.0,0.0
2019-01-07 03:13:29,6129642945717271854,0.027,0.905,0.069,0.2589,0.0,0.0
2019-01-07 03:13:39,7713632212409850535,0.031,0.889,0.079,0.2589,0.0,0.0
2019-01-07 03:18:14,6989347150783226808,0.035,0.819,0.146,0.9942,0.0,0.0
2019-01-07 03:24:02,4353304279245573383,0.005,0.841,0.154,0.9975,1.0,0.0025380710659898475
2019-01-07 03:24:16,8353338496561684499,0.02,0.802,0.178,0.9578,0.0,0.0
2019-01-07 03:24:37,6391396900422744147,0.032,0.873,0.095,0.999,5.0,0.003399048266485384
2019-01-07 03:32:50,3382521217277089579,0.027,0.841,0.132,0.6639,0.0,0.0
2019-01-07 03:33:11,1580503118731984047,0.031,0.889,0.079,0.2589,0.0,0.0
2019-01-07 03:33:21,4931716956537357017,0.027,0.841,0.132,0.6639,0.0,0.0
2019-01-07 03:33:31,5664026821151167836,0.027,0.884,0.09,0.3879,0.0,0.0
2019-01-07 03:33:42,9054920434530304729,0.03,0.858,0.112,0.5168,0.0,0.0
2019-01-07 03:42:19,7241839322009301706,0.027,0.867,0.106,0.9729,1.0,0.004291845493562232
2019-01-07 03:44:00,3578523704602157668,0.019,0.862,0.119,0.9862,3.0,0.012552301255230125
2019-01-07 03:47:15,4101762054425115097,0.041,0.891,0.067,0.9765,2.0,0.00315955766192733
2019-01-07 03:47:25,454219338125262739,0.096,0.808,0.096,-0.2247,4.0,0.02030456852791878
2019-01-07 03:53:32,349152299014642432,0.079,0.873,0.048,-0.4519,0.0,0.0
2019-01-07 03:56:35,6093427634367643396,0.019,0.848,0.133,0.9992,2.0,0.00267379679144385
2019-01-07 03:58:14,8289743795808275412,0.004,0.837,0.159,0.9981,1.0,0.0028328611898017
2019-01-07 04:00:45,5510651014932513588,0.03,0.823,0.147,0.9996,1.0,0.0007087172218284905
2019-01-07 04:00:53,5151448216445941331,0.016,0.84,0.143,0.9987,1.0,0.0017035775127768314
2019-01-07 04:01:58,7522252846562218733,0.056,0.895,0.049,-0.34,1.0,0.003048780487804878
2019-01-07 04:10:49,926049730632433448,0.026,0.868,0.107,0.9901,3.0,0.008287292817679558
2019-01-07 04:11:38,6729874769167105613,0.039,0.934,0.026,-0.8733,1.0,0.0029069767441860465
2019-01-07 04:12:05,491466601514489375,0.079,0.873,0.048,-0.4519,0.0,0.0
2019-01-07 04:13:07,1455154259106586503,0.072,0.862,0.066,-0.3318,0.0,0.0
2019-01-07 04:20:26,4369205408399024146,0.064,0.769,0.167,0.9947,0.0,0.0
2019-01-07 04:24:14,2828020574902530341,0.021,0.901,0.078,0.9907,5.0,0.01026694045174538
2019-01-07 04:26:23,4585474586930536171,0.053,0.829,0.117,0.8316,1.0,0.015151515151515152
2019-01-07 04:31:04,4599239561259330801,0.042,0.897,0.061,0.8671,2.0,0.0034782608695652175
2019-01-07 04:32:04,3189164869467529795,0.072,0.884,0.044,-0.4519,0.0,0.0
2019-01-07 04:32:14,8965310638305625706,0.069,0.852,0.079,0.0098,0.0,0.0
2019-01-07 04:32:24,8644140526033330261,0.079,0.873,0.048,-0.4519,0.0,0.0
2019-01-07 04:32:34,5438920735805136463,0.072,0.862,0.066,-0.3318,0.0,0.0
2019-01-07 04:32:44,453699250598953712,0.079,0.873,0.048,-0.4519,0.0,0.0
2019-01-07 04:32:54,888717623877975705,0.072,0.884,0.044,-0.4519,0.0,0.0
2019-01-07 04:33:22,4877266237123131332,0.007,0.881,0.112,0.9871,2.0,0.01
2019-01-07 04:33:25,8019380560534724026,0.072,0.884,0.044,-0.4519,0.0,0.0
2019-01-07 04:33:35,1221035454829752278,0.072,0.884,0.044,-0.4519,0.0,0.0
2019-01-07 04:37:53,988160477538845746,0.0,0.738,0.262,0.9941,0.0,0.0
2019-01-07 04:44:08,791593693317456645,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07 04:45:00,4499496919853047096,0.079,0.843,0.078,-0.7388,1.0,0.0005652911249293386
2019-01-07 04:49:31,1531560662531223113,0.084,0.856,0.059,-0.988,1.0,0.0012360939431396785
2019-01-07 04:52:04,1035815041685026187,0.027,0.871,0.102,0.5481,0.0,0.0
2019-01-07 04:52:14,4028237100741521206,0.026,0.912,0.062,0.1852,0.0,0.0
2019-01-07 04:52:25,7174648279625284075,0.026,0.912,0.062,0.1852,0.0,0.0
2019-01-07 04:52:35,679875844906364594,0.026,0.912,0.062,0.1852,0.0,0.0
2019-01-07 04:52:45,7045286497994616990,0.03,0.922,0.048,0.0356,0.0,0.0
2019-01-07 04:52:55,9080831925793514273,0.023,0.914,0.063,0.3481,0.0,0.0
2019-01-07 04:53:05,1876171710368097467,0.027,0.871,0.102,0.5481,0.0,0.0
2019-01-07 05:00:12,3891539969089560097,0.008,0.834,0.158,1.0,1.0,0.00035373187124159886
2019-01-07 05:00:17,6859380041251690304,0.043,0.811,0.146,0.9924,0.0,0.0
2019-01-07 05:00:22,4782143704431512322,0.086,0.801,0.113,0.4767,2.0,0.009259259259259259
2019-01-07 05:00:33,2029869210665279660,0.085,0.853,0.062,-0.9899,1.0,0.0009041591320072332
2019-01-07 05:01:07,1778642634140007849,0.011,0.854,0.135,0.9974,5.0,0.009633911368015413
2019-01-07 05:01:07,4419328725433762360,0.013,0.838,0.149,0.9969,5.0,0.01278772378516624
2019-01-07 05:01:26,880021984911910267,0.031,0.814,0.155,0.9985,3.0,0.004672897196261682
2019-01-07 05:01:26,27487723177245225,0.028,0.826,0.145,0.9987,3.0,0.003896103896103896
2019-01-07 05:01:43,5710893639711742262,0.014,0.864,0.122,0.9983,1.0,0.0017605633802816902
2019-01-07 05:01:47,6744229056238779901,0.057,0.843,0.1,0.9871,12.0,0.019867549668874173
2019-01-07 05:04:52,1491710406423060735,0.095,0.754,0.152,0.9991,2.0,0.001549186676994578
2019-01-07 05:05:00,2953652042577887400,0.005,0.879,0.116,0.9877,0.0,0.0
2019-01-07 05:05:42,2144426635251929157,0.03,0.795,0.176,0.9987,3.0,0.005291005291005291
2019-01-07 05:05:42,6602811563499411682,0.01,0.811,0.179,0.9969,6.0,0.019230769230769232
2019-01-07 05:08:00,5660658711997742087,0.0,0.729,0.271,0.9971,0.0,0.0
2019-01-07 05:08:39,1253212568619838455,0.0,0.0,0.0,0.0,0,0
2019-01-07 05:12:05,279871393495681665,0.034,0.936,0.03,-0.0931,0.0,0.0
2019-01-07 05:12:15,6568773593243216068,0.058,0.893,0.049,-0.4333,0.0,0.0
2019-01-07 05:12:25,677620163298533248,0.068,0.876,0.056,-0.2718,0.0,0.0
2019-01-07 05:12:35,6333818906584018993,0.019,0.846,0.135,0.867,0.0,0.0
2019-01-07 05:12:45,1943917859702863740,0.021,0.945,0.034,0.0356,0.0,0.0
2019-01-07 05:12:55,5905228000904286649,0.026,0.919,0.054,0.1653,0.0,0.0
2019-01-07 05:13:06,5751648112216324186,0.063,0.858,0.08,-0.0931,0.0,0.0
2019-01-07 05:14:00,6807570267492069603,0.012,0.917,0.071,0.8658,1.0,0.009523809523809525
2019-01-07 05:21:53,6834842911528586878,0.004,0.912,0.084,0.9876,1.0,0.0030303030303030303
2019-01-07 05:22:15,4644816021603466086,0.031,0.89,0.08,0.9764,2.0,0.005509641873278237
